CultIndex,Individual ID (paper),delta13ccol,delta15n,delata13ccar,C/N,time (RC uncalibrated),time error,period name,TimeID,period age range,PhaseID,PeriodBP,PeriodBP2,age (paper),Setting,sex,NsexDif,CsexDif,Region,Location (paper),Estimated Latitude,Estimated Longitude,material,body part,Region,location,reference
0.86,O-79,-7.2,12.4,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,1-2 Years,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-80,-9.1,11.6,,3.4,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,2-4 Years,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-83,-10.6,10.2,,3.6,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Middle Age Adult,I,M,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-84,-9.2,9.9,,3.4,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Older Adult ,I,M,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-87,-9.1,10.4,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Middle Age Adult,I,M,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-88,-9.1,9.9,,3.1,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Young Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-100,-8.9,10.1,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,2-4 Years,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-106B,-8.3,11.9,,3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,1-2 Years,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-107,-9,9.4,,3.2,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Older Adult ,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-109,-8.5,9.6,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Middle Age Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-110A,-9.9,9.7,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Middle Age Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-112,-13.1,10.1,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Older Adult,I,M,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-113,-10.5,11.2,,3.5,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Middle Age Adult,I,M,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-117,-14.9,10.3,,3.2,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,2-4 Years,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-118,-13.1,9.3,,3.2,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,5-15 Years,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-120,-9,10.6,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Young Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-121,-11.1,10,,3.1,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Middle Age Adult,I,M,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-123,-9.6,10.3,,3.1,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Middle Age Adult,I,M,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-127,-12.8,8.6,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Older Adult ,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-132,-7.8,10.4,,3.1,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Young Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-134,-8.3,10.6,,3.4,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Middle Age Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-138,-14.3,11.6,,3.2,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,1-2 Years,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-139,-10,9.6,,3.2,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Older Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-140,-8.6,8.9,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Young Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-141,-10.2,10.8,,3.4,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,5-15 Years,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-142,-8,12.3,,3.2,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,1-2 Years,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-143,-8.7,10.4,,3.2,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Middle Age Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-146,-12.5,11,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Older Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-152,-11.6,9.4,,3.2,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Older Adult ,I,M,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-157,-11,10.2,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Adult,I,M,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-159,-3.5,9.6,,3.5,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-161,-11.5,10.4,,3.6,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Adult,I,F,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-163,-11.5,10,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Adult,I,M,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-1970-148,-10,9.7,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,0-1 Years,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,O-1970-23-25,-8.1,11.7,,3.3,,,Mississippian Orendorf Phase,4,1100-1300 CE,Intensification,500,800,Neonate,I,I,Yes,No,Upper Mississippi,Orendorf,40.48,-89.95,,,Midwest,,"Tubbs, Ryan Maureen. 2013. ETHNIC IDENTITY AND DIET IN THE CENTRAL ILLINOIS RIVER VALLEY. PhD Dissertation. Michigan State University, East Lansing, MI."
0.86,101-12,-18.8,11.9,-9,,,,Mississippian,4,1050-1150 CE,Intensification,500,800,Adult,I,I,Yes,No,Upper Mississippi,Cahokia,38.65,-90.06,collagen,bone,Midwest,USA (Cahokia),"Ambrose, S.H., Buikstra, J. and Krueger, H.W., 2003. Status and gender differences in diet at Mound 72, Cahokia, revealed by isotopic analysis of bone. Journal of Anthropological Archaeology, 22(3), pp.217-226."
0.86,219-120,-14.3,7.9,-6.7,,,,Mississippian,4,1050-1150 CE,Intensification,500,800,Adult,I,I,Yes,No,Upper Mississippi,Cahokia,38.65,-90.06,collagen,bone,Midwest,USA (Cahokia),"Ambrose, S.H., Buikstra, J. and Krueger, H.W., 2003. Status and gender differences in diet at Mound 72, Cahokia, revealed by isotopic analysis of bone. Journal of Anthropological Archaeology, 22(3), pp.217-226."
0.86,219-162,-17.8,10.2,-10,,,,Mississippian,4,1050-1150 CE,Intensification,500,800,Adult,I,I,Yes,No,Upper Mississippi,Cahokia,38.65,-90.06,collagen,bone,Midwest,USA (Cahokia),"Ambrose, S.H., Buikstra, J. and Krueger, H.W., 2003. Status and gender differences in diet at Mound 72, Cahokia, revealed by isotopic analysis of bone. Journal of Anthropological Archaeology, 22(3), pp.217-226."
0.86,229-201,-18.4,9.7,-10,,,,Mississippian,4,1050-1150 CE,Intensification,500,800,Adult,I,F,Yes,No,Upper Mississippi,Cahokia,38.65,-90.06,collagen,bone,Midwest,USA (Cahokia),"Ambrose, S.H., Buikstra, J. and Krueger, H.W., 2003. Status and gender differences in diet at Mound 72, Cahokia, revealed by isotopic analysis of bone. Journal of Anthropological Archaeology, 22(3), pp.217-226."
0.86,105-53,-16,8.7,-1.6,,,,Mississippian,4,1050-1150 CE,Intensification,500,800,Adult,I,I,Yes,No,Upper Mississippi,Cahokia,38.65,-90.06,collagen,bone,Midwest,USA (Cahokia),"Ambrose, S.H., Buikstra, J. and Krueger, H.W., 2003. Status and gender differences in diet at Mound 72, Cahokia, revealed by isotopic analysis of bone. Journal of Anthropological Archaeology, 22(3), pp.217-226."
0.86,214-142,-16.6,8.7,-4.4,,,,Mississippian,4,1050-1150 CE,Intensification,500,800,Adult,I,F,Yes,No,Upper Mississippi,Cahokia,38.65,-90.06,collagen,bone,Midwest,USA (Cahokia),"Ambrose, S.H., Buikstra, J. and Krueger, H.W., 2003. Status and gender differences in diet at Mound 72, Cahokia, revealed by isotopic analysis of bone. Journal of Anthropological Archaeology, 22(3), pp.217-226."
0.86,214-146,-18.4,8,-4.6,,,,Mississippian,4,1050-1150 CE,Intensification,500,800,Adult,I,F,Yes,No,Upper Mississippi,Cahokia,38.65,-90.06,collagen,bone,Midwest,USA (Cahokia),"Ambrose, S.H., Buikstra, J. and Krueger, H.W., 2003. Status and gender differences in diet at Mound 72, Cahokia, revealed by isotopic analysis of bone. Journal of Anthropological Archaeology, 22(3), pp.217-226."
0.86,237-186,-17.2,7.9,-3.8,,,,Mississippian,4,1050-1150 CE,Intensification,500,800,Adult,I,F,Yes,No,Upper Mississippi,Cahokia,38.65,-90.06,collagen,bone,Midwest,USA (Cahokia),"Ambrose, S.H., Buikstra, J. and Krueger, H.W., 2003. Status and gender differences in diet at Mound 72, Cahokia, revealed by isotopic analysis of bone. Journal of Anthropological Archaeology, 22(3), pp.217-226."
0.86,105-44,-13.3,8.4,-6.9,,,,Mississippian,4,1050-1150 CE,Intensification,500,800,Adult,I,I,Yes,No,Upper Mississippi,Cahokia,38.65,-90.06,collagen,bone,Midwest,USA (Cahokia),"Ambrose, S.H., Buikstra, J. and Krueger, H.W., 2003. Status and gender differences in diet at Mound 72, Cahokia, revealed by isotopic analysis of bone. Journal of Anthropological Archaeology, 22(3), pp.217-226."
0.86,YO 1-3,-20.6,8,,3.56,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,F,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-7,-13.8,11.1,,3.34,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,F,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-30,-13.8,11.4,,3.3,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-34,-15.2,11.5,,3.85,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-36,-15.8,11.3,,3.48,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,M,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-36,-15.5,10.8,,3.56,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,M,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-43,-14.5,10.2,,3.29,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,F,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO1-44,-14.3,10.5,,3.24,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,M,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-52,-12.5,10.9,,3.2,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,F,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-55,-12.3,10.7,,3.2,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-57,-12.8,11.6,,3.27,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,M,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-64,-14,10.6,,3.36,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 2-2,-14.3,11.7,,3.48,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,M,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 2-7,-13.8,11.2,,3.26,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,F,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 2-13,-15.1,10.3,,3.23,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 3-97,-13.3,9.9,,3.42,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,M,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 3-104,-12.8,9.7,,3.17,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,F,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,YO 1-115,-18.3,9.4,,3.19,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,F,Yes,No,Upper Mississippi,Yokem,39.51,-90.99,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-42,-21.2,10.1,,3.35,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-45,-20.8,10.4,,3.54,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-48,-21.5,10,,3.28,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,M,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-49,-13.6,8.7,,3.26,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-56,-12,9.6,,3.29,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Old,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
0.86,S A-62,-12.7,9.9,-6.2,3.2,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439. Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-271"
0.86,S A-65,-13.2,8.3,-6.7,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439. Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-272"
0.86,S A-66A,-14.8,8.9,-5,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439. Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-273"
0.86,S A-69A,-12.3,7.9,-5.4,,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Young,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439. Hedman, K., Hargrave, E. A., & Ambrose, S. H. (2002). Late Mississippian diet in the American Bottom: stable isotope analyses of bone collagen and apatite. Midcontinental Journal of Archaeology, 237-274"
0.86,S A-74,-12.6,9.8,,3.24,,,Mississippian,4,1051-1350 CE,Intensification,500,800,Mature,I,F,Yes,No,Upper Mississippi,Schild,39.1400000000001,-90.57,collagen,bone,Midwest,,"Rose, F. (2008). Intra-community variation in diet during the adoption of a new staple crop in the Eastern Woodlands. American Antiquity, 73(3), 413-439."
